 id time_cycles setting_1 setting_2 setting_3 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 s_18 s_19 s_20 s_21
5826 30 34 -0.0 -0.0002 100.0 518.67 642.06 1583.92 1402.45 14.62 21.61 554.57 2387.98 9062.56 1.3 47.52 522.71 2388.03 8144.14 8.4162 0.03 390 2388 100.0 39.04 23.3417
5827 30 35 0.0002 -0.0 100.0 518.67 642.34 1585.19 1399.12 14.62 21.61 554.28 2387.93 9065.3 1.3 47.16 522.3 2387.99 8141.14 8.4114 0.03 391 2388 100.0 39.14 23.4793
5828 30 36 -0.0 -0.0004 100.0 518.67 642.18 1588.19 1406.83 14.62 21.61 555.12 2387.96 9060.92 1.3 47.19 522.32 2388.03 8145.87 8.4161 0.03 390 2388 100.0 39.09 23.4132
5829 30 37 0.0021 -0.0002 100.0 518.67 642.22 1583.19 1392.92 14.62 21.61 555.34 2387.99 9055.9 1.3 47.31 522.26 2387.99 8143.49 8.4177 0.03 392 2388 100.0 39.11 23.4552
5830 30 38 -0.0023 0.0004 100.0 518.67 642.08 1592.07 1397.03 14.62 21.61 554.62 2387.99 9065.48 1.3 47.38 522.79 2388.06 8144.71 8.3914 0.03 392 2388 100.0 39.15 23.372
5831 30 39 0.001 -0.0001 100.0 518.67 641.79 1573.85 1400.68 14.62 21.6 554.62 2387.99 9064.49 1.3 47.29 522.44 2388.01 8146.06 8.3869 0.03 391 2388 100.0 39.07 23.3204
5832 30 40 0.0007 0.0001 100.0 518.67 642.49 1576.62 1396.56 14.62 21.61 554.83 2387.98 9062.74 1.3 47.24 521.93 2387.98 8142.04 8.4149 0.03 393 2388 100.0 38.83 23.3954
5833 30 41 -0.0008 0.0 100.0 518.67 642.33 1582.23 1397.44 14.62 21.61 554.65 2388.0 9067.51 1.3 47.19 523.02 2387.96 8143.8 8.3951 0.03 391 2388 100.0 39.2 23.4505
5834 30 42 -0.0014 -0.0003 100.0 518.67 642.01 1584.09 1395.07 14.62 21.61 552.93 2388.01 9055.15 1.3 47.17 521.51 2388.03 8146.57 8.3938 0.03 391 2388 100.0 39.09 23.5771
5835 30 43 -0.0013 -0.0002 100.0 518.67 642.54 1585.86 1389.53 14.62 21.61 554.59 2388.02 9065.92 1.3 47.15 522.57 2387.98 8148.75 8.3938 0.03 391 2388 100.0 39.01 23.417
5836 30 44 -0.0011 0.0003 100.0 518.67 642.25 1582.48 1392.7 14.62 21.61 554.48 2388.01 9059.63 1.3 47.27 522.86 2387.96 8146.26 8.4046 0.03 392 2388 100.0 38.97 23.4317
5837 30 45 -0.0009 0.0004 100.0 518.67 642.63 1582.57 1395.17 14.62 21.61 554.48 2388.01 9059.29 1.3 47.11 522.36 2388.05 8142.53 8.4136 0.03 392 2388 100.0 39.01 23.4841
5838 30 46 -0.0013 -0.0005 100.0 518.67 641.6 1579.91 1398.65 14.62 21.61 554.46 2387.99 9059.22 1.3 47.06 522.47 2388.01 8142.81 8.3736 0.03 392 2388 100.0 39.0 23.4249
5839 30 47 -0.0008 -0.0002 100.0 518.67 641.65 1584.22 1394.82 14.62 21.61 555.19 2387.96 9056.07 1.3 47.14 521.8 2387.99 8141.65 8.3717 0.03 391 2388 100.0 39.07 23.3628
5840 30 48 -0.0013 -0.0 100.0 518.67 642.12 1584.85 1394.7 14.62 21.61 554.65 2388.03 9062.44 1.3 47.27 522.34 2387.99 8147.04 8.3805 0.03 391 2388 100.0 38.98 23.3428
5841 30 49 -0.0009 0.0 100.0 518.67 641.77 1583.5 1403.79 14.62 21.61 554.56 2387.98 9058.74 1.3 47.34 522.25 2387.91 8142.87 8.3856 0.03 392 2388 100.0 39.27 23.3326
5842 30 50 -0.0003 -0.0001 100.0 518.67 642.69 1591.98 1386.69 14.62 21.61 554.96 2388.04 9057.53 1.3 47.31 522.38 2388.02 8148.25 8.3958 0.03 392 2388 100.0 39.09 23.3434
5843 30 51 -0.003 -0.0003 100.0 518.67 641.66 1581.86 1395.76 14.62 21.61 554.16 2387.98 9066.93 1.3 47.2 522.55 2387.97 8147.16 8.3966 0.03 391 2388 100.0 39.05 23.4946
5844 30 52 -0.0004 0.0005 100.0 518.67 642.1 1582.77 1395.75 14.62 21.61 554.66 2388.01 9063.48 1.3 47.12 522.32 2388.0 8142.47 8.4098 0.03 392 2388 100.0 39.15 23.485
5845 30 53 -0.0006 0.0005 100.0 518.67 642.66 1586.75 1397.13 14.62 21.61 555.45 2387.93 9058.41 1.3 47.24 522.54 2387.98 8142.22 8.3718 0.03 391 2388 100.0 39.04 23.556
5846 30 54 -0.0005 0.0 100.0 518.67 642.14 1585.66 1407.99 14.62 21.61 554.75 2388.0 9064.1 1.3 47.36 522.55 2388.02 8149.15 8.3862 0.03 391 2388 100.0 39.07 23.4289
5847 30 55 0.0016 -0.0004 100.0 518.67 642.42 1577.95 1392.36 14.62 21.6 554.45 2387.98 9067.7 1.3 47.21 523.08 2387.97 8144.22 8.3837 0.03 390 2388 100.0 39.05 23.4493
5848 30 56 -0.0006 -0.0002 100.0 518.67 642.07 1590.96 1400.13 14.62 21.61 554.68 2388.0 9060.06 1.3 47.23 522.16 2387.99 8146.48 8.365 0.03 391 2388 100.0 38.98 23.3885
5849 30 57 -0.0016 0.0003 100.0 518.67 642.17 1585.65 1393.73 14.62 21.61 554.23 2388.02 9062.9 1.3 47.17 522.35 2387.99 8146.17 8.4254 0.03 392 2388 100.0 39.12 23.5117
5850 30 58 0.0011 -0.0003 100.0 518.67 642.12 1585.61 1397.02 14.62 21.61 554.24 2388.0 9060.13 1.3 46.86 522.59 2388.0 8148.83 8.4077 0.03 392 2388 100.0 39.01 23.2698
5851 30 59 -0.0023 0.0003 100.0 518.67 642.3 1585.01 1400.35 14.62 21.6 554.54 2388.02 9062.67 1.3 47.24 522.13 2388.0 8141.56 8.4204 0.03 394 2388 100.0 39.08 23.4127
5852 30 60 -0.0005 -0.0003 100.0 518.67 642.0 1588.2 1390.33 14.62 21.61 554.58 2388.0 9064.68 1.3 47.08 522.62 2388.04 8142.48 8.3959 0.03 391 2388 100.0 38.9 23.4121
5853 30 61 -0.0003 -0.0005 100.0 518.67 642.27 1586.78 1392.98 14.62 21.61 554.49 2388.01 9062.23 1.3 47.22 522.1 2387.98 8142.44 8.3791 0.03 392 2388 100.0 39.14 23.4028
5854 30 62 -0.0001 -0.0003 100.0 518.67 642.22 1587.12 1400.98 14.62 21.6 554.32 2388.01 9064.36 1.3 47.14 522.6 2388.02 8148.18 8.3555 0.03 393 2388 100.0 39.15 23.4328
5855 30 63 -0.0036 -0.0003 100.0 518.67 642.47 1580.44 1395.34 14.62 21.61 554.11 2388.01 9066.83 1.3 47.14 522.0 2388.03 8145.54 8.4064 0.03 390 2388 100.0 38.81 23.4557
5856 30 64 0.0022 0.0003 100.0 518.67 641.94 1581.31 1393.91 14.62 21.61 554.58 2388.0 9057.31 1.3 47.27 522.5 2387.99 8150.32 8.39 0.03 391 2388 100.0 39.1 23.4577
5857 30 65 0.0021 -0.0004 100.0 518.67 642.39 1584.99 1395.51 14.62 21.61 554.14 2388.02 9065.93 1.3 47.27 522.47 2388.04 8147.89 8.412 0.03 392 2388 100.0 38.9 23.4004
5858 30 66 0.0018 -0.0001 100.0 518.67 642.01 1593.44 1399.14 14.62 21.61 555.04 2388.05 9065.03 1.3 47.19 522.8 2388.02 8145.23 8.393 0.03 393 2388 100.0 38.75 23.3491
5859 30 67 0.0026 -0.0003 100.0 518.67 641.82 1585.83 1395.31 14.62 21.61 555.07 2388.11 9059.19 1.3 47.38 522.87 2387.97 8145.66 8.3813 0.03 393 2388 100.0 38.98 23.409
5860 30 68 -0.0004 0.0 100.0 518.67 642.37 1583.89 1394.37 14.62 21.61 554.52 2387.97 9068.05 1.3 47.35 522.0 2388.02 8148.91 8.3729 0.03 391 2388 100.0 39.2 23.5163
5861 30 69 -0.0023 0.0001 100.0 518.67 642.62 1580.37 1404.47 14.62 21.61 554.44 2388.0 9067.91 1.3 47.07 522.73 2388.04 8142.44 8.4075 0.03 390 2388 100.0 39.05 23.3784
5862 30 70 -0.0008 0.0002 100.0 518.67 642.15 1584.58 1397.05 14.62 21.61 554.68 2387.97 9068.03 1.3 47.39 522.85 2388.04 8144.84 8.4073 0.03 392 2388 100.0 38.8 23.3425
5863 30 71 -0.0005 -0.0005 100.0 518.67 641.58 1580.78 1398.2 14.62 21.61 554.18 2388.07 9054.7 1.3 47.28 522.08 2388.02 8144.12 8.3464 0.03 391 2388 100.0 38.93 23.4917
5864 30 72 0.0005 0.0001 100.0 518.67 642.41 1583.87 1401.78 14.62 21.61 554.41 2388.01 9072.22 1.3 47.29 522.64 2388.0 8142.83 8.415 0.03 392 2388 100.0 39.13 23.3726
5865 30 73 0.0021 -0.0002 100.0 518.67 642.17 1584.59 1401.3 14.62 21.61 554.4 2387.99 9052.57 1.3 47.32 522.85 2387.97 8142.62 8.3778 0.03 393 2388 100.0 39.01 23.4059
5866 30 74 -0.0004 -0.0001 100.0 518.67 642.31 1581.72 1408.31 14.62 21.61 554.44 2388.03 9059.39 1.3 46.95 522.83 2388.0 8146.71 8.4066 0.03 392 2388 100.0 39.0 23.3415
5867 30 75 0.0031 0.0003 100.0 518.67 642.61 1580.23 1398.62 14.62 21.61 554.34 2388.02 9059.31 1.3 47.14 521.55 2387.98 8147.49 8.3975 0.03 392 2388 100.0 39.04 23.4104
5868 30 76 -0.0002 -0.0001 100.0 518.67 642.22 1584.14 1404.48 14.62 21.61 554.37 2388.0 9056.64 1.3 47.25 521.93 2388.04 8141.81 8.3485 0.03 390 2388 100.0 39.08 23.4195
5869 30 77 0.0009 0.0001 100.0 518.67 642.45 1585.72 1398.18 14.62 21.61 554.52 2388.01 9062.14 1.3 47.11 522.45 2388.0 8143.92 8.4275 0.03 392 2388 100.0 38.87 23.4208
5870 30 78 0.0018 -0.0005 100.0 518.67 641.71 1582.59 1398.05 14.62 21.6 554.3 2388.04 9069.2 1.3 47.17 521.9 2388.0 8144.82 8.4039 0.03 391 2388 100.0 39.02 23.2979
5871 30 79 -0.0011 -0.0001 100.0 518.67 641.99 1590.07 1402.3 14.62 21.61 554.37 2387.98 9064.1 1.3 47.27 521.86 2388.01 8143.56 8.3936 0.03 392 2388 100.0 38.91 23.3932
5872 30 80 -0.0006 0.0001 100.0 518.67 641.95 1579.25 1397.53 14.62 21.61 554.49 2388.0 9062.21 1.3 47.29 522.24 2387.99 8143.12 8.4198 0.03 393 2388 100.0 39.16 23.3492
5873 30 81 -0.0003 0.0005 100.0 518.67 642.18 1587.63 1397.48 14.62 21.61 554.67 2388.11 9058.6 1.3 47.15 521.84 2388.0 8143.04 8.4238 0.03 393 2388 100.0 38.91 23.3211
5874 30 82 -0.0019 0.0 100.0 518.67 642.2 1584.63 1395.38 14.62 21.6 553.88 2387.99 9064.81 1.3 47.13 522.11 2388.03 8141.2 8.4148 0.03 391 2388 100.0 38.88 23.3756
5875 30 83 0.0012 0.0004 100.0 518.67 642.11 1582.55 1394.98 14.62 21.61 554.14 2388.01 9058.02 1.3 47.36 522.38 2387.98 8147.29 8.4185 0.03 391 2388 100.0 39.04 23.2968
5876 30 84 0.0004 0.0003 100.0 518.67 641.79 1584.57 1401.34 14.62 21.61 554.59 2387.99 9061.88 1.3 47.17 521.81 2388.02 8144.97 8.4112 0.03 392 2388 100.0 39.08 23.3616
5877 30 85 -0.0007 -0.0002 100.0 518.67 642.43 1582.33 1397.52 14.62 21.61 554.4 2388.01 9058.01 1.3 47.25 522.01 2387.98 8146.59 8.4274 0.03 391 2388 100.0 38.98 23.4296
5878 30 86 -0.0047 -0.0005 100.0 518.67 642.44 1585.37 1398.23 14.62 21.61 554.86 2388.06 9064.07 1.3 47.4 522.42 2387.97 8145.31 8.3646 0.03 391 2388 100.0 39.03 23.3863
5879 30 87 -0.0035 -0.0004 100.0 518.67 642.02 1589.85 1387.36 14.62 21.61 554.1 2388.04 9065.85 1.3 47.15 522.44 2387.99 8145.26 8.3858 0.03 392 2388 100.0 38.9 23.4056
5880 30 88 -0.0052 0.0002 100.0 518.67 642.23 1577.76 1394.11 14.62 21.61 555.04 2388.0 9056.32 1.3 47.23 522.62 2387.95 8144.04 8.3793 0.03 393 2388 100.0 39.15 23.3897
5881 30 89 0.0009 0.0001 100.0 518.67 642.03 1577.75 1399.62 14.62 21.61 553.83 2387.96 9064.48 1.3 47.36 522.34 2388.01 8141.9 8.424 0.03 391 2388 100.0 38.91 23.4586
5882 30 90 0.0008 -0.0001 100.0 518.67 642.35 1592.11 1400.35 14.62 21.61 553.87 2388.04 9064.95 1.3 47.22 522.68 2388.03 8140.16 8.4266 0.03 391 2388 100.0 39.01 23.4515
5883 30 91 0.0058 -0.0 100.0 518.67 642.27 1587.08 1400.44 14.62 21.61 554.31 2388.05 9062.69 1.3 47.25 522.45 2388.01 8145.74 8.3918 0.03 392 2388 100.0 39.04 23.3655
5884 30 92 0.0001 -0.0002 100.0 518.67 642.41 1585.92 1408.06 14.62 21.61 554.52 2387.97 9063.86 1.3 47.2 521.84 2388.0 8140.88 8.4067 0.03 392 2388 100.0 38.78 23.5047
5885 30 93 0.0032 0.0002 100.0 518.67 641.7 1580.59 1395.09 14.62 21.61 553.91 2387.96 9063.62 1.3 47.34 522.52 2388.05 8146.83 8.3981 0.03 393 2388 100.0 38.98 23.4019
5886 30 94 0.0033 -0.0004 100.0 518.67 642.44 1581.85 1399.89 14.62 21.61 554.24 2388.03 9064.01 1.3 47.24 522.17 2388.04 8140.67 8.4213 0.03 393 2388 100.0 39.05 23.4338
5887 30 95 0.0003 -0.0004 100.0 518.67 642.08 1577.72 1390.22 14.62 21.61 553.68 2388.06 9058.08 1.3 47.34 521.97 2387.99 8140.84 8.3651 0.03 391 2388 100.0 38.89 23.4305
5888 30 96 -0.0007 -0.0004 100.0 518.67 642.08 1587.5 1402.12 14.62 21.61 554.3 2388.01 9057.33 1.3 47.34 522.21 2388.03 8143.95 8.4031 0.03 391 2388 100.0 38.96 23.4079
5889 30 97 0.0002 0.0001 100.0 518.67 642.37 1584.39 1398.59 14.62 21.61 554.09 2388.04 9062.08 1.3 47.26 521.74 2387.99 8142.92 8.4203 0.03 393 2388 100.0 38.89 23.4042
5890 30 98 0.0042 -0.0004 100.0 518.67 642.65 1591.22 1402.72 14.62 21.61 554.31 2388.02 9053.13 1.3 47.28 522.02 2388.02 8142.93 8.4223 0.03 392 2388 100.0 38.95 23.4166
5891 30 99 0.0002 0.0003 100.0 518.67 642.42 1592.99 1396.54 14.62 21.61 554.06 2388.08 9064.04 1.3 47.27 521.9 2387.99 8145.97 8.4359 0.03 393 2388 100.0 39.08 23.2926
5892 30 100 0.0 -0.0002 100.0 518.67 642.39 1586.3 1400.74 14.62 21.61 553.53 2388.0 9057.1 1.3 47.4 521.81 2388.02 8143.15 8.3997 0.03 391 2388 100.0 38.97 23.4027
5893 30 101 0.0033 0.0001 100.0 518.67 641.81 1583.0 1404.81 14.62 21.61 553.79 2388.03 9063.28 1.3 47.3 522.31 2387.98 8137.59 8.3892 0.03 392 2388 100.0 38.98 23.3485
5894 30 102 -0.002 -0.0 100.0 518.67 642.57 1588.31 1401.86 14.62 21.61 554.29 2388.01 9058.77 1.3 47.18 522.58 2388.04 8143.07 8.3833 0.03 391 2388 100.0 39.16 23.3412
5895 30 103 -0.0044 0.0 100.0 518.67 642.03 1581.91 1397.28 14.62 21.61 554.28 2388.05 9058.25 1.3 47.31 522.32 2388.09 8141.96 8.4062 0.03 392 2388 100.0 38.86 23.2906
5896 30 104 0.001 0.0001 100.0 518.67 642.43 1583.52 1402.0 14.62 21.61 554.09 2388.07 9062.12 1.3 47.17 522.02 2387.99 8142.67 8.3795 0.03 392 2388 100.0 38.91 23.2822
5897 30 105 0.0011 -0.0002 100.0 518.67 642.01 1585.26 1405.92 14.62 21.61 554.02 2388.01 9067.59 1.3 47.39 522.39 2388.0 8145.82 8.3834 0.03 392 2388 100.0 38.93 23.3958
5898 30 106 -0.0001 0.0 100.0 518.67 642.44 1588.9 1402.93 14.62 21.61 554.18 2388.01 9061.9 1.3 47.48 521.66 2388.06 8140.34 8.394 0.03 393 2388 100.0 38.88 23.2506
5899 30 107 -0.0004 0.0004 100.0 518.67 641.9 1591.75 1402.29 14.62 21.61 553.91 2388.05 9057.84 1.3 47.23 521.86 2388.06 8143.99 8.3791 0.03 393 2388 100.0 38.89 23.3928
5900 30 108 0.0042 -0.0004 100.0 518.67 642.26 1588.58 1399.83 14.62 21.61 554.08 2388.07 9062.61 1.3 47.24 522.12 2388.0 8136.14 8.4102 0.03 393 2388 100.0 39.06 23.3976
5901 30 109 0.0005 0.0004 100.0 518.67 642.18 1588.58 1402.83 14.62 21.61 553.47 2388.05 9060.12 1.3 47.27 521.71 2388.1 8140.81 8.4138 0.03 393 2388 100.0 39.0 23.2846
5902 30 110 0.0014 -0.0003 100.0 518.67 642.28 1586.12 1401.54 14.62 21.61 554.52 2388.03 9059.82 1.3 47.57 521.56 2388.03 8137.15 8.4099 0.03 392 2388 100.0 38.9 23.2249
5903 30 111 0.003 0.0005 100.0 518.67 641.98 1584.82 1406.2 14.62 21.61 553.69 2388.08 9057.28 1.3 47.34 521.76 2388.03 8139.39 8.4232 0.03 393 2388 100.0 38.93 23.4376
5904 30 112 0.0016 -0.0001 100.0 518.67 642.33 1584.19 1396.72 14.62 21.61 554.13 2388.08 9059.06 1.3 47.24 521.63 2388.0 8141.15 8.3935 0.03 393 2388 100.0 38.83 23.3444
5905 30 113 -0.0006 -0.0004 100.0 518.67 642.87 1585.17 1394.55 14.62 21.61 554.11 2388.04 9054.07 1.3 47.33 521.82 2388.02 8140.81 8.4097 0.03 391 2388 100.0 38.88 23.4792
5906 30 114 -0.0001 -0.0 100.0 518.67 642.53 1582.19 1403.23 14.62 21.61 554.32 2388.05 9063.13 1.3 47.25 522.47 2388.02 8145.19 8.3964 0.03 394 2388 100.0 38.95 23.3742
5907 30 115 -0.0013 0.0002 100.0 518.67 641.81 1589.56 1402.69 14.62 21.61 554.32 2388.1 9059.82 1.3 47.2 521.96 2388.05 8144.13 8.451 0.03 393 2388 100.0 38.91 23.443
5908 30 116 -0.0018 -0.0003 100.0 518.67 641.77 1585.28 1405.81 14.62 21.61 553.52 2388.09 9065.04 1.3 47.21 521.98 2388.05 8140.7 8.4002 0.03 394 2388 100.0 38.82 23.3915
5909 30 117 0.0004 -0.0001 100.0 518.67 642.64 1580.11 1401.32 14.62 21.61 553.79 2388.02 9065.67 1.3 47.35 521.38 2388.04 8141.31 8.3948 0.03 391 2388 100.0 38.91 23.3781
5910 30 118 0.0019 0.0005 100.0 518.67 642.16 1581.71 1397.66 14.62 21.61 553.92 2388.0 9065.09 1.3 47.13 522.03 2388.02 8142.21 8.4231 0.03 391 2388 100.0 39.02 23.3816
5911 30 119 -0.0012 -0.0003 100.0 518.67 642.35 1585.69 1399.37 14.62 21.61 554.23 2388.04 9061.09 1.3 47.15 522.1 2388.04 8142.29 8.4148 0.03 391 2388 100.0 39.04 23.3975
5912 30 120 -0.0017 0.0001 100.0 518.67 642.73 1584.64 1401.4 14.62 21.61 554.2 2388.06 9053.64 1.3 47.4 522.44 2388.05 8141.3 8.4349 0.03 392 2388 100.0 38.91 23.2933
5913 30 121 0.0018 0.0003 100.0 518.67 642.48 1582.56 1393.52 14.62 21.61 554.41 2388.04 9051.13 1.3 47.35 522.22 2388.03 8140.79 8.4001 0.03 392 2388 100.0 38.92 23.386
5914 30 122 -0.0033 0.0003 100.0 518.67 642.99 1588.91 1406.33 14.62 21.61 554.03 2388.08 9062.45 1.3 47.34 522.06 2388.04 8146.49 8.4607 0.03 392 2388 100.0 38.87 23.3282
5915 30 123 -0.0001 0.0003 100.0 518.67 642.04 1586.54 1404.95 14.62 21.61 553.72 2388.03 9069.17 1.3 47.37 521.62 2388.01 8141.57 8.4163 0.03 392 2388 100.0 38.83 23.3618
5916 30 124 0.0003 -0.0 100.0 518.67 642.48 1585.57 1403.67 14.62 21.61 554.58 2388.07 9052.53 1.3 47.16 521.93 2388.11 8143.22 8.4545 0.03 391 2388 100.0 38.73 23.4269
5917 30 125 -0.0012 -0.0003 100.0 518.67 642.53 1585.08 1409.54 14.62 21.61 554.38 2388.05 9065.83 1.3 47.29 521.61 2387.96 8145.05 8.4223 0.03 391 2388 100.0 39.02 23.3843
5918 30 126 0.0001 -0.0004 100.0 518.67 642.45 1593.46 1399.84 14.62 21.61 553.71 2388.0 9062.29 1.3 47.43 522.72 2388.09 8143.35 8.4343 0.03 392 2388 100.0 38.93 23.3004
5919 30 127 0.0019 -0.0001 100.0 518.67 642.24 1591.6 1402.34 14.62 21.61 553.93 2388.08 9059.01 1.3 47.43 521.96 2388.09 8142.33 8.4193 0.03 392 2388 100.0 38.78 23.3592
5920 30 128 0.0012 0.0001 100.0 518.67 642.27 1594.41 1406.55 14.62 21.61 554.45 2388.03 9058.34 1.3 47.42 521.33 2388.07 8137.84 8.4193 0.03 393 2388 100.0 39.03 23.4067
5921 30 129 -0.0012 0.0001 100.0 518.67 642.19 1584.39 1414.22 14.62 21.61 553.92 2388.07 9062.12 1.3 47.41 522.03 2388.1 8140.84 8.3986 0.03 393 2388 100.0 39.0 23.3117
5922 30 130 -0.0036 -0.0002 100.0 518.67 642.65 1594.28 1397.82 14.62 21.61 553.99 2388.1 9054.61 1.3 47.36 521.92 2388.03 8147.05 8.4135 0.03 393 2388 100.0 38.98 23.2622
5923 30 131 0.0019 0.0001 100.0 518.67 642.69 1584.96 1406.77 14.62 21.61 553.37 2388.05 9059.81 1.3 47.38 521.91 2388.07 8145.88 8.4248 0.03 393 2388 100.0 38.78 23.3401
5924 30 132 0.0016 -0.0001 100.0 518.67 641.95 1584.66 1403.19 14.62 21.61 553.52 2388.11 9058.52 1.3 47.39 522.05 2388.11 8140.54 8.4011 0.03 392 2388 100.0 39.08 23.3263
5925 30 133 -0.0024 -0.0004 100.0 518.67 642.52 1593.26 1404.17 14.62 21.61 553.96 2388.07 9059.55 1.3 47.36 521.54 2388.04 8140.2 8.412 0.03 393 2388 100.0 39.0 23.2852
5926 30 134 -0.0015 0.0004 100.0 518.67 642.2 1591.22 1407.07 14.62 21.61 553.9 2388.06 9064.56 1.3 47.24 521.52 2388.08 8139.88 8.4122 0.03 392 2388 100.0 38.87 23.2746
5927 30 135 -0.0003 0.0 100.0 518.67 642.21 1577.89 1403.44 14.62 21.61 553.69 2388.02 9062.27 1.3 47.46 521.98 2388.05 8138.58 8.4386 0.03 393 2388 100.0 38.76 23.2909
5928 30 136 -0.0042 0.0002 100.0 518.67 642.72 1589.32 1405.63 14.62 21.61 553.27 2388.15 9054.96 1.3 47.38 521.81 2388.11 8148.09 8.3976 0.03 392 2388 100.0 38.98 23.3789
5929 30 137 -0.0033 0.0003 100.0 518.67 642.76 1592.26 1405.53 14.62 21.61 552.86 2388.08 9054.68 1.3 47.35 521.81 2388.02 8136.45 8.4428 0.03 393 2388 100.0 38.96 23.4407
5930 30 138 0.0022 -0.0004 100.0 518.67 642.74 1586.59 1411.94 14.62 21.61 553.01 2388.1 9062.87 1.3 47.58 521.51 2388.02 8142.95 8.4443 0.03 393 2388 100.0 38.76 23.3684
5931 30 139 0.0011 -0.0004 100.0 518.67 642.29 1590.39 1408.71 14.62 21.61 553.44 2388.05 9060.32 1.3 47.6 521.57 2388.09 8144.41 8.4358 0.03 394 2388 100.0 38.79 23.2696
5932 30 140 0.0015 -0.0003 100.0 518.67 642.09 1590.22 1401.57 14.62 21.61 553.34 2388.06 9058.2 1.3 47.39 521.49 2388.06 8138.82 8.4153 0.03 392 2388 100.0 38.87 23.361
5933 30 141 -0.0011 0.0 100.0 518.67 642.54 1586.22 1402.83 14.62 21.61 554.02 2388.11 9062.92 1.3 47.48 521.42 2388.12 8139.63 8.4558 0.03 392 2388 100.0 38.88 23.3348
5934 30 142 -0.0007 0.0002 100.0 518.67 642.61 1583.32 1409.76 14.62 21.61 553.47 2388.16 9060.62 1.3 47.52 521.68 2388.11 8144.54 8.4723 0.03 394 2388 100.0 38.81 23.3449
5935 30 143 0.0005 0.0001 100.0 518.67 642.51 1590.92 1410.08 14.62 21.61 553.43 2388.04 9056.86 1.3 47.5 521.42 2388.08 8138.19 8.3969 0.03 393 2388 100.0 38.97 23.3814
5936 30 144 0.0045 -0.0002 100.0 518.67 642.45 1592.41 1405.23 14.62 21.61 553.39 2388.1 9065.14 1.3 47.53 521.6 2388.1 8138.21 8.4475 0.03 394 2388 100.0 38.7 23.384
5937 30 145 -0.0028 -0.0002 100.0 518.67 642.42 1593.25 1409.11 14.62 21.61 553.32 2388.08 9062.42 1.3 47.41 521.23 2388.13 8136.7 8.4658 0.03 393 2388 100.0 38.87 23.2412
5938 30 146 -0.0024 -0.0002 100.0 518.67 642.44 1592.71 1405.58 14.62 21.61 553.71 2388.12 9065.44 1.3 47.54 521.57 2388.07 8131.83 8.4606 0.03 393 2388 100.0 38.8 23.2319
5939 30 147 0.0001 -0.0002 100.0 518.67 642.05 1591.29 1413.02 14.62 21.61 554.01 2388.11 9058.34 1.3 47.52 521.02 2388.04 8141.09 8.4407 0.03 394 2388 100.0 38.76 23.3498
5940 30 148 0.0025 0.0003 100.0 518.67 643.01 1587.19 1415.8 14.62 21.61 553.42 2388.11 9053.82 1.3 47.57 521.21 2388.12 8141.43 8.4307 0.03 394 2388 100.0 38.8 23.2313
5941 30 149 -0.0011 -0.0002 100.0 518.67 642.37 1591.14 1407.63 14.62 21.61 552.87 2388.07 9055.04 1.3 47.38 521.72 2388.15 8140.33 8.4151 0.03 392 2388 100.0 38.74 23.354
5942 30 150 0.0035 0.0001 100.0 518.67 642.62 1590.33 1411.98 14.62 21.61 553.36 2388.16 9060.0 1.3 47.64 521.03 2388.1 8132.5 8.4593 0.03 394 2388 100.0 38.97 23.2037
5943 30 151 0.0028 0.0 100.0 518.67 642.65 1590.11 1410.16 14.62 21.61 553.14 2388.07 9064.54 1.3 47.6 521.1 2388.07 8140.68 8.4347 0.03 394 2388 100.0 38.75 23.1521
5944 30 152 -0.0023 -0.0001 100.0 518.67 642.54 1590.7 1409.7 14.62 21.61 553.18 2388.13 9058.32 1.3 47.79 521.32 2388.08 8141.4 8.4349 0.03 394 2388 100.0 38.74 23.2894
5945 30 153 0.0001 -0.0001 100.0 518.67 642.89 1593.52 1417.0 14.62 21.61 553.86 2388.13 9060.56 1.3 47.44 520.85 2388.11 8132.47 8.4373 0.03 394 2388 100.0 38.72 23.1734
5946 30 154 -0.0022 -0.0003 100.0 518.67 642.55 1587.3 1406.04 14.62 21.61 553.21 2388.15 9060.98 1.3 47.64 521.31 2388.12 8134.99 8.4326 0.03 393 2388 100.0 38.82 23.2581
5947 30 155 -0.0014 -0.0004 100.0 518.67 642.92 1593.63 1404.65 14.62 21.61 553.26 2388.15 9058.46 1.3 47.58 521.34 2388.1 8136.12 8.4767 0.03 394 2388 100.0 39.08 23.2471
5948 30 156 0.0024 0.0003 100.0 518.67 642.34 1586.8 1402.97 14.62 21.61 553.45 2388.12 9060.81 1.3 47.82 520.92 2388.13 8136.61 8.4352 0.03 393 2388 100.0 38.86 23.2616
5949 30 157 -0.0006 0.0003 100.0 518.67 642.61 1595.7 1406.4 14.62 21.61 553.35 2388.13 9058.52 1.3 47.58 520.86 2388.16 8135.51 8.4695 0.03 393 2388 100.0 38.73 23.2119
5950 30 158 0.0025 -0.0 100.0 518.67 642.9 1594.27 1416.24 14.62 21.61 553.17 2388.13 9057.01 1.3 47.61 521.57 2388.19 8135.07 8.4396 0.03 394 2388 100.0 38.73 23.2411
