 id time_cycles setting_1 setting_2 setting_3 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 s_18 s_19 s_20 s_21
6683 34 72 0.001 -0.0002 100.0 518.67 642.28 1593.62 1406.23 14.62 21.61 552.75 2388.08 9057.63 1.3 47.54 521.63 2388.06 8143.26 8.4236 0.03 393 2388 100.0 38.91 23.2126
6684 34 73 0.0019 -0.0 100.0 518.67 642.41 1588.33 1411.6 14.62 21.61 553.61 2388.07 9064.08 1.3 47.33 521.94 2388.07 8146.94 8.4287 0.03 393 2388 100.0 38.73 23.2742
6685 34 74 -0.0006 0.0001 100.0 518.67 642.78 1589.21 1402.95 14.62 21.61 554.46 2388.08 9065.82 1.3 47.37 521.94 2388.07 8141.76 8.4302 0.03 393 2388 100.0 38.79 23.3161
6686 34 75 -0.0022 -0.0001 100.0 518.67 642.08 1594.52 1410.05 14.62 21.61 554.49 2388.04 9068.85 1.3 47.44 521.75 2388.06 8138.57 8.4445 0.03 394 2388 100.0 38.91 23.3479
6687 34 76 -0.0042 0.0006 100.0 518.67 642.58 1587.11 1401.31 14.62 21.61 552.97 2388.07 9064.94 1.3 47.35 521.95 2388.09 8141.75 8.4375 0.03 392 2388 100.0 38.87 23.327
6688 34 77 0.0009 0.0003 100.0 518.67 642.75 1594.03 1405.09 14.62 21.61 554.07 2388.17 9061.7 1.3 47.4 521.76 2388.04 8142.43 8.4298 0.03 392 2388 100.0 38.68 23.273
6689 34 78 -0.0007 0.0001 100.0 518.67 642.96 1590.94 1403.74 14.62 21.61 553.81 2388.06 9064.17 1.3 47.44 521.82 2388.1 8143.41 8.4091 0.03 393 2388 100.0 38.77 23.3573
6690 34 79 -0.0025 0.0002 100.0 518.67 642.26 1591.88 1404.2 14.62 21.61 552.7 2388.07 9070.36 1.3 47.55 521.71 2388.1 8139.21 8.4227 0.03 394 2388 100.0 38.8 23.2292
6691 34 80 0.0034 0.0005 100.0 518.67 643.04 1598.38 1404.13 14.62 21.61 553.71 2388.12 9064.26 1.3 47.67 521.59 2388.09 8138.29 8.4409 0.03 393 2388 100.0 38.89 23.2893
6692 34 81 0.003 -0.0002 100.0 518.67 642.49 1582.83 1411.27 14.62 21.61 553.95 2388.06 9066.46 1.3 47.61 522.29 2388.1 8139.31 8.4641 0.03 392 2388 100.0 38.73 23.3494
6693 34 82 0.0028 0.0 100.0 518.67 642.2 1588.4 1409.52 14.62 21.61 553.53 2388.1 9065.08 1.3 47.48 521.58 2388.02 8143.99 8.4196 0.03 394 2388 100.0 38.73 23.2784
6694 34 83 -0.0018 0.0006 100.0 518.67 642.78 1597.1 1411.81 14.62 21.61 554.64 2388.09 9058.95 1.3 47.52 521.57 2388.07 8142.37 8.4305 0.03 392 2388 100.0 38.78 23.4206
6695 34 84 -0.0033 0.0002 100.0 518.67 642.66 1590.94 1407.45 14.62 21.61 553.33 2388.1 9068.49 1.3 47.58 521.3 2388.12 8140.33 8.428 0.03 391 2388 100.0 38.88 23.2912
6696 34 85 0.0028 -0.0002 100.0 518.67 642.91 1591.24 1413.17 14.62 21.61 552.67 2388.06 9067.16 1.3 47.55 521.62 2388.09 8139.69 8.4133 0.03 393 2388 100.0 38.8 23.3607
6697 34 86 0.0002 -0.0003 100.0 518.67 642.93 1593.41 1404.76 14.62 21.61 553.08 2388.03 9061.23 1.3 47.55 521.17 2388.11 8144.34 8.4346 0.03 393 2388 100.0 38.81 23.3333
6698 34 87 0.0005 0.0002 100.0 518.67 642.27 1587.08 1399.25 14.62 21.61 553.65 2388.07 9057.03 1.3 47.45 521.74 2388.08 8147.82 8.4464 0.03 394 2388 100.0 38.8 23.3282
6699 34 88 0.0042 0.0006 100.0 518.67 642.04 1586.72 1409.98 14.62 21.61 553.07 2388.05 9063.23 1.3 47.45 521.93 2388.07 8143.71 8.4273 0.03 393 2388 100.0 38.97 23.3775
6700 34 89 0.0006 0.0001 100.0 518.67 642.87 1587.07 1410.57 14.62 21.61 553.01 2388.11 9065.22 1.3 47.46 521.01 2388.12 8143.09 8.4264 0.03 394 2388 100.0 38.76 23.4224
6701 34 90 -0.0009 -0.0003 100.0 518.67 643.01 1585.65 1407.77 14.62 21.61 553.99 2388.1 9066.19 1.3 47.48 521.27 2388.08 8148.4 8.4146 0.03 393 2388 100.0 38.9 23.3544
6702 34 91 -0.0001 0.0003 100.0 518.67 642.17 1585.98 1406.98 14.62 21.61 553.32 2388.07 9062.96 1.3 47.76 521.94 2388.07 8147.51 8.4306 0.03 394 2388 100.0 38.83 23.4003
6703 34 92 -0.0043 0.0005 100.0 518.67 642.33 1585.98 1407.92 14.62 21.61 553.48 2388.07 9067.05 1.3 47.5 521.46 2388.0 8147.87 8.429 0.03 393 2388 100.0 38.73 23.2569
6704 34 93 0.0057 0.0003 100.0 518.67 642.27 1584.96 1413.55 14.62 21.61 553.3 2388.12 9070.81 1.3 47.34 521.77 2388.02 8147.38 8.4549 0.03 395 2388 100.0 38.74 23.218
6705 34 94 -0.0019 0.0002 100.0 518.67 642.12 1588.32 1410.49 14.62 21.61 553.27 2388.08 9073.59 1.3 47.53 521.85 2388.0 8138.85 8.4165 0.03 392 2388 100.0 38.93 23.2349
6706 34 95 0.0013 -0.0003 100.0 518.67 643.0 1589.67 1405.43 14.62 21.61 553.95 2388.0 9064.19 1.3 47.43 521.45 2388.09 8146.89 8.437 0.03 393 2388 100.0 38.82 23.3666
6707 34 96 -0.0 0.0005 100.0 518.67 642.32 1591.4 1408.72 14.62 21.61 553.36 2388.05 9071.29 1.3 47.43 521.81 2388.04 8140.98 8.4093 0.03 394 2388 100.0 38.79 23.3088
6708 34 97 0.0032 0.0003 100.0 518.67 642.39 1589.47 1412.55 14.62 21.61 553.68 2388.03 9066.36 1.3 47.43 521.37 2388.08 8144.26 8.4534 0.03 393 2388 100.0 38.92 23.2416
6709 34 98 0.0032 -0.0001 100.0 518.67 642.56 1591.0 1408.27 14.62 21.61 553.66 2388.1 9060.41 1.3 47.42 521.09 2388.08 8140.63 8.4414 0.03 394 2388 100.0 38.71 23.2201
6710 34 99 -0.0 -0.0003 100.0 518.67 642.43 1587.86 1404.24 14.62 21.61 553.28 2388.11 9069.36 1.3 47.42 522.19 2388.07 8148.2 8.4527 0.03 392 2388 100.0 38.93 23.3279
6711 34 100 0.0011 0.0004 100.0 518.67 643.23 1588.09 1410.34 14.62 21.61 553.75 2388.02 9068.8 1.3 47.6 522.0 2388.06 8152.58 8.47 0.03 393 2388 100.0 38.68 23.3118
6712 34 101 0.0011 -0.0003 100.0 518.67 642.4 1590.5 1415.84 14.62 21.61 552.62 2388.06 9068.28 1.3 47.5 521.29 2388.12 8147.03 8.4784 0.03 394 2388 100.0 38.93 23.3211
6713 34 102 0.0014 0.0005 100.0 518.67 643.24 1595.19 1401.75 14.62 21.61 553.1 2388.05 9065.03 1.3 47.74 521.37 2388.06 8149.31 8.4333 0.03 392 2388 100.0 38.8 23.3329
6714 34 103 -0.0012 0.0002 100.0 518.67 642.88 1588.28 1406.05 14.62 21.61 553.76 2388.05 9059.6 1.3 47.49 521.19 2388.09 8142.01 8.4568 0.03 392 2388 100.0 38.98 23.2256
6715 34 104 0.0026 -0.0001 100.0 518.67 642.63 1587.95 1411.39 14.62 21.61 552.92 2388.08 9065.82 1.3 47.63 521.38 2388.09 8142.93 8.422 0.03 393 2388 100.0 38.74 23.2705
6716 34 105 0.0006 0.0001 100.0 518.67 642.86 1592.18 1413.81 14.62 21.61 553.22 2388.08 9065.37 1.3 47.62 521.39 2388.09 8144.35 8.4337 0.03 393 2388 100.0 38.68 23.2611
6717 34 106 -0.0034 0.0004 100.0 518.67 643.05 1595.62 1408.83 14.62 21.61 553.27 2388.07 9076.74 1.3 47.5 520.84 2388.11 8144.17 8.4548 0.03 392 2388 100.0 38.82 23.341
6718 34 107 0.0015 -0.0002 100.0 518.67 642.75 1594.66 1411.37 14.62 21.61 553.69 2388.1 9065.19 1.3 47.6 521.33 2388.11 8148.43 8.41 0.03 392 2388 100.0 38.83 23.1518
6719 34 108 0.0035 0.0004 100.0 518.67 642.71 1590.01 1401.82 14.62 21.61 553.24 2388.12 9070.67 1.3 47.44 521.53 2388.15 8145.15 8.4084 0.03 394 2388 100.0 38.7 23.2632
6720 34 109 -0.0012 -0.0004 100.0 518.67 642.47 1587.34 1402.53 14.62 21.61 553.19 2388.11 9067.14 1.3 47.53 521.7 2388.06 8145.41 8.4547 0.03 393 2388 100.0 38.82 23.1446
6721 34 110 0.0024 -0.0 100.0 518.67 642.92 1595.45 1403.2 14.62 21.61 552.9 2388.06 9073.36 1.3 47.46 521.25 2388.06 8148.33 8.4324 0.03 393 2388 100.0 38.88 23.2356
6722 34 111 0.001 0.0003 100.0 518.67 642.67 1594.25 1406.57 14.62 21.61 552.62 2388.1 9075.09 1.3 47.51 521.46 2388.1 8149.33 8.47 0.03 393 2388 100.0 38.96 23.1901
6723 34 112 0.001 0.0004 100.0 518.67 642.2 1591.06 1410.34 14.62 21.61 553.65 2388.13 9071.46 1.3 47.64 521.86 2388.07 8150.18 8.4176 0.03 393 2388 100.0 38.92 23.2321
6724 34 113 -0.0004 0.0004 100.0 518.67 642.5 1586.36 1414.49 14.62 21.61 553.21 2388.03 9072.8 1.3 47.62 521.13 2388.1 8144.65 8.4723 0.03 394 2388 100.0 38.7 23.3738
6725 34 114 0.0033 -0.0 100.0 518.67 642.58 1594.94 1411.57 14.62 21.61 553.45 2388.1 9072.99 1.3 47.57 521.21 2388.02 8148.42 8.4354 0.03 392 2388 100.0 38.66 23.3156
6726 34 115 0.0018 0.0002 100.0 518.67 642.17 1588.34 1411.36 14.62 21.61 553.72 2388.12 9076.91 1.3 47.4 521.74 2388.06 8148.07 8.4453 0.03 394 2388 100.0 38.73 23.3623
6727 34 116 0.0014 0.0004 100.0 518.67 642.77 1589.0 1404.91 14.62 21.61 553.69 2388.07 9078.16 1.3 47.48 521.52 2388.11 8154.4 8.4516 0.03 394 2388 100.0 38.92 23.2053
6728 34 117 0.001 -0.0 100.0 518.67 642.89 1587.05 1407.67 14.62 21.61 554.07 2388.03 9069.94 1.3 47.49 521.19 2388.07 8148.84 8.4173 0.03 393 2388 100.0 38.71 23.2901
6729 34 118 -0.0018 0.0001 100.0 518.67 642.34 1587.17 1413.98 14.62 21.61 553.25 2388.1 9078.15 1.3 47.4 521.03 2388.04 8147.59 8.4525 0.03 392 2388 100.0 38.82 23.331
6730 34 119 0.0029 0.0001 100.0 518.67 642.8 1589.61 1406.24 14.62 21.61 553.78 2388.07 9070.58 1.3 47.54 521.15 2388.09 8149.37 8.4605 0.03 394 2388 100.0 38.63 23.2639
6731 34 120 -0.0008 -0.0001 100.0 518.67 642.9 1588.23 1411.91 14.62 21.61 553.78 2388.09 9073.56 1.3 47.53 521.09 2388.08 8156.12 8.4694 0.03 394 2388 100.0 38.76 23.2153
6732 34 121 -0.0017 0.0005 100.0 518.67 642.94 1594.26 1404.87 14.62 21.61 553.55 2388.12 9075.59 1.3 47.51 521.33 2388.15 8147.5 8.4411 0.03 395 2388 100.0 38.98 23.3351
6733 34 122 0.0008 0.0004 100.0 518.67 643.33 1590.47 1405.9 14.62 21.61 553.41 2388.14 9078.05 1.3 47.64 521.26 2388.06 8149.53 8.4579 0.03 394 2388 100.0 38.94 23.2889
6734 34 123 0.0028 0.0004 100.0 518.67 642.86 1593.34 1404.13 14.62 21.61 553.83 2388.11 9069.99 1.3 47.55 521.49 2388.11 8149.89 8.4807 0.03 394 2388 100.0 38.62 23.1041
6735 34 124 -0.0054 -0.0004 100.0 518.67 642.59 1599.05 1407.12 14.62 21.61 552.65 2388.16 9078.77 1.3 47.48 521.27 2388.12 8149.39 8.4463 0.03 393 2388 100.0 38.88 23.3437
6736 34 125 0.0013 0.0004 100.0 518.67 642.6 1586.42 1415.65 14.62 21.61 552.38 2388.07 9071.16 1.3 47.56 521.3 2388.06 8156.92 8.4469 0.03 393 2388 100.0 38.91 23.1779
6737 34 126 -0.0025 -0.0003 100.0 518.67 642.5 1595.22 1407.99 14.62 21.61 553.7 2388.04 9077.15 1.3 47.48 521.06 2388.03 8152.88 8.454 0.03 395 2388 100.0 38.9 23.3216
6738 34 127 -0.0027 0.0005 100.0 518.67 642.24 1595.09 1410.51 14.62 21.61 552.94 2388.07 9085.29 1.3 47.53 521.3 2388.11 8151.79 8.4298 0.03 392 2388 100.0 38.83 23.2812
6739 34 128 -0.0031 -0.0001 100.0 518.67 642.85 1597.51 1414.31 14.62 21.61 552.44 2388.08 9072.89 1.3 47.73 521.36 2388.12 8154.11 8.4636 0.03 393 2388 100.0 38.79 23.2286
6740 34 129 -0.0002 0.0001 100.0 518.67 642.57 1587.44 1416.4 14.62 21.61 553.63 2388.11 9084.62 1.3 47.6 521.13 2388.09 8150.92 8.4601 0.03 392 2388 100.0 38.75 23.2974
6741 34 130 0.0029 -0.0003 100.0 518.67 643.1 1589.41 1413.81 14.62 21.61 553.03 2388.14 9081.13 1.3 47.48 521.37 2388.11 8158.11 8.4386 0.03 394 2388 100.0 39.16 23.2703
6742 34 131 0.0003 -0.0 100.0 518.67 642.88 1591.29 1410.87 14.62 21.61 553.38 2388.07 9079.25 1.3 47.46 521.59 2388.09 8162.95 8.4702 0.03 393 2388 100.0 38.63 23.1323
6743 34 132 0.0011 0.0004 100.0 518.67 642.52 1598.77 1413.76 14.62 21.61 552.39 2388.08 9075.98 1.3 47.53 521.33 2388.11 8154.85 8.461 0.03 395 2388 100.0 38.78 23.315
6744 34 133 0.0006 0.0 100.0 518.67 642.39 1595.6 1416.64 14.62 21.61 553.05 2388.1 9082.99 1.3 47.72 520.97 2388.1 8157.08 8.462 0.03 395 2388 100.0 38.84 23.2767
6745 34 134 -0.0012 -0.0001 100.0 518.67 643.16 1593.07 1415.95 14.62 21.61 553.47 2388.08 9081.04 1.3 47.56 520.54 2388.09 8155.83 8.4564 0.03 393 2388 100.0 38.78 23.2685
6746 34 135 0.0001 0.0004 100.0 518.67 642.74 1592.84 1409.06 14.62 21.61 552.57 2388.1 9078.56 1.3 47.56 520.95 2388.09 8152.35 8.4526 0.03 394 2388 100.0 38.98 23.276
6747 34 136 -0.0021 0.0002 100.0 518.67 642.56 1594.72 1412.12 14.62 21.61 552.9 2388.09 9085.2 1.3 47.65 521.45 2388.08 8154.28 8.4578 0.03 396 2388 100.0 38.6 23.3061
6748 34 137 -0.0009 0.0001 100.0 518.67 642.59 1590.82 1406.06 14.62 21.61 553.19 2388.11 9078.28 1.3 47.37 520.84 2388.1 8158.69 8.4572 0.03 394 2388 100.0 38.75 23.2107
6749 34 138 -0.0011 0.0003 100.0 518.67 643.0 1595.74 1406.22 14.62 21.61 553.19 2388.08 9076.15 1.3 47.63 521.14 2388.1 8153.67 8.4546 0.03 393 2388 100.0 38.8 23.2919
6750 34 139 0.0004 -0.0001 100.0 518.67 642.77 1598.47 1411.32 14.62 21.61 552.86 2388.11 9078.56 1.3 47.67 520.57 2388.05 8157.22 8.4703 0.03 393 2388 100.0 38.71 23.3597
6751 34 140 -0.002 0.0 100.0 518.67 643.63 1585.91 1409.45 14.62 21.61 552.67 2388.13 9082.64 1.3 47.74 521.8 2388.05 8163.14 8.4572 0.03 395 2388 100.0 38.67 23.394
6752 34 141 -0.0012 0.0004 100.0 518.67 643.11 1588.95 1413.42 14.62 21.61 552.93 2388.08 9087.31 1.3 47.59 521.52 2388.08 8154.68 8.4221 0.03 391 2388 100.0 38.81 23.156
6753 34 142 -0.0011 0.0005 100.0 518.67 642.51 1590.73 1409.63 14.62 21.61 552.35 2388.13 9082.67 1.3 47.6 520.95 2388.07 8159.57 8.4967 0.03 392 2388 100.0 38.75 23.2984
6754 34 143 0.0012 0.0004 100.0 518.67 643.29 1593.02 1410.48 14.62 21.61 552.96 2388.1 9083.08 1.3 47.58 521.1 2388.11 8166.79 8.45 0.03 394 2388 100.0 38.78 23.1907
6755 34 144 0.0003 0.0001 100.0 518.67 643.15 1599.2 1417.97 14.62 21.61 553.54 2388.11 9089.71 1.3 47.77 521.16 2388.13 8165.57 8.4597 0.03 392 2388 100.0 38.77 23.1555
6756 34 145 -0.0008 0.0005 100.0 518.67 642.76 1584.96 1405.74 14.62 21.61 553.18 2388.08 9089.61 1.3 47.6 520.92 2388.05 8162.29 8.4781 0.03 394 2388 100.0 38.7 23.2894
6757 34 146 -0.0032 0.0004 100.0 518.67 642.94 1593.96 1406.33 14.62 21.61 552.75 2388.09 9093.26 1.3 47.57 521.56 2388.09 8168.81 8.4674 0.03 395 2388 100.0 38.82 23.289
6758 34 147 0.0046 0.0003 100.0 518.67 642.73 1595.25 1422.99 14.62 21.61 553.16 2388.11 9089.86 1.3 47.55 520.93 2388.08 8161.76 8.4756 0.03 394 2388 100.0 38.74 23.3026
6759 34 148 -0.0023 0.0004 100.0 518.67 642.86 1601.14 1416.22 14.62 21.61 552.95 2388.09 9090.25 1.3 47.64 520.84 2388.14 8166.46 8.4616 0.03 395 2388 100.0 38.66 23.2557
6760 34 149 -0.0001 0.0005 100.0 518.67 642.7 1593.19 1408.42 14.62 21.61 553.04 2388.11 9087.97 1.3 47.64 520.97 2388.15 8163.75 8.4575 0.03 393 2388 100.0 38.8 23.221
6761 34 150 0.0011 0.0005 100.0 518.67 643.46 1589.54 1410.75 14.62 21.61 552.93 2388.03 9093.51 1.3 47.74 521.12 2388.09 8167.0 8.4526 0.03 394 2388 100.0 38.56 23.1587
6762 34 151 0.0037 0.0001 100.0 518.67 642.85 1586.99 1411.99 14.62 21.61 552.43 2388.07 9091.22 1.3 47.62 520.64 2388.04 8161.54 8.4697 0.03 395 2388 100.0 38.84 23.1504
6763 34 152 0.0009 0.0002 100.0 518.67 642.86 1592.46 1414.93 14.62 21.61 552.76 2388.11 9088.5 1.3 47.66 521.05 2388.11 8165.28 8.4722 0.03 394 2388 100.0 38.7 23.2403
6764 34 153 0.0016 0.0001 100.0 518.67 643.07 1600.12 1412.27 14.62 21.61 552.29 2388.11 9091.62 1.3 47.53 520.64 2388.05 8168.99 8.4303 0.03 394 2388 100.0 38.74 23.2021
6765 34 154 -0.0011 0.0004 100.0 518.67 642.8 1590.54 1417.1 14.62 21.61 552.43 2388.16 9095.69 1.3 47.69 520.4 2388.1 8164.2 8.4657 0.03 394 2388 100.0 38.7 23.1475
6766 34 155 0.0051 0.0 100.0 518.67 642.99 1591.27 1414.88 14.62 21.61 553.4 2388.1 9098.48 1.3 47.52 521.05 2388.07 8174.41 8.495 0.03 395 2388 100.0 38.66 23.1985
6767 34 156 -0.0002 0.0001 100.0 518.67 642.93 1587.54 1413.29 14.62 21.61 552.81 2388.09 9103.29 1.3 47.76 521.35 2388.11 8173.79 8.4224 0.03 394 2388 100.0 38.65 23.1507
6768 34 157 0.0013 -0.0 100.0 518.67 643.02 1593.0 1419.02 14.62 21.61 553.73 2388.13 9102.08 1.3 47.7 521.17 2388.11 8176.98 8.4719 0.03 392 2388 100.0 38.71 23.2835
6769 34 158 -0.0029 0.0002 100.0 518.67 643.44 1584.73 1417.52 14.62 21.61 552.59 2388.11 9096.55 1.3 47.72 521.08 2388.1 8172.43 8.4911 0.03 394 2388 100.0 38.48 23.1967
6770 34 159 -0.0009 0.0004 100.0 518.67 643.33 1593.69 1414.27 14.62 21.61 552.82 2388.09 9097.53 1.3 47.97 520.72 2388.16 8169.24 8.5069 0.03 395 2388 100.0 38.75 23.1277
6771 34 160 0.0026 0.0004 100.0 518.67 642.86 1594.78 1417.02 14.62 21.61 551.97 2388.11 9099.73 1.3 47.7 521.43 2388.15 8168.88 8.4933 0.03 393 2388 100.0 38.56 23.1401
6772 34 161 -0.0013 0.0003 100.0 518.67 642.86 1590.89 1410.38 14.62 21.61 552.9 2388.11 9099.03 1.3 47.65 521.58 2388.1 8171.56 8.4643 0.03 396 2388 100.0 38.73 23.2084
6773 34 162 0.0025 -0.0001 100.0 518.67 643.14 1592.95 1409.5 14.62 21.61 552.91 2388.08 9111.01 1.3 47.85 520.53 2388.12 8179.29 8.4669 0.03 393 2388 100.0 38.69 23.1557
6774 34 163 0.0007 0.0 100.0 518.67 643.4 1590.3 1421.17 14.62 21.61 552.48 2388.08 9103.25 1.3 47.61 520.58 2388.1 8174.4 8.4696 0.03 393 2388 100.0 38.82 23.2383
6775 34 164 -0.0024 -0.0003 100.0 518.67 643.17 1610.14 1419.84 14.62 21.61 552.52 2388.09 9104.05 1.3 47.66 521.01 2388.08 8179.24 8.4818 0.03 394 2388 100.0 38.74 23.2412
6776 34 165 0.0002 -0.0001 100.0 518.67 643.26 1592.59 1418.39 14.62 21.61 552.21 2388.12 9107.79 1.3 47.99 520.68 2388.1 8181.81 8.5121 0.03 396 2388 100.0 38.88 23.2412
6777 34 166 -0.003 0.0003 100.0 518.67 642.79 1599.95 1417.31 14.62 21.61 553.02 2388.12 9114.36 1.3 47.83 520.62 2388.11 8179.22 8.485 0.03 394 2388 100.0 38.74 23.2144
6778 34 167 0.0038 0.0006 100.0 518.67 642.92 1595.61 1415.52 14.62 21.61 552.31 2388.1 9108.1 1.3 47.55 520.58 2388.08 8180.29 8.4967 0.03 394 2388 100.0 38.58 23.135
6779 34 168 -0.0007 0.0003 100.0 518.67 643.02 1598.32 1420.72 14.62 21.61 552.36 2388.08 9116.68 1.3 47.72 520.85 2388.09 8178.04 8.4695 0.03 395 2388 100.0 38.79 23.204
6780 34 169 0.0011 0.0002 100.0 518.67 643.19 1593.26 1418.78 14.62 21.61 552.58 2388.12 9108.72 1.3 47.81 520.28 2388.11 8184.63 8.477 0.03 396 2388 100.0 38.74 23.2687
6781 34 170 -0.002 0.0003 100.0 518.67 643.22 1599.85 1421.7 14.62 21.61 552.28 2388.14 9113.24 1.3 47.73 520.31 2388.17 8179.94 8.4975 0.03 394 2388 100.0 38.73 23.2821
6782 34 171 -0.0039 -0.0004 100.0 518.67 642.56 1590.82 1415.32 14.62 21.61 552.25 2388.14 9116.69 1.3 47.78 520.85 2388.07 8183.4 8.4795 0.03 394 2388 100.0 38.65 23.2086
6783 34 172 -0.0006 0.0006 100.0 518.67 643.1 1601.06 1422.56 14.62 21.61 551.85 2388.14 9113.62 1.3 47.87 521.21 2388.14 8181.76 8.4519 0.03 394 2388 100.0 38.65 23.0896
6784 34 173 -0.0022 0.0003 100.0 518.67 643.58 1602.55 1419.57 14.62 21.61 552.66 2388.08 9117.78 1.3 47.83 521.15 2388.12 8187.58 8.486 0.03 395 2388 100.0 38.58 23.1
6785 34 174 -0.0018 -0.0 100.0 518.67 643.42 1601.32 1419.74 14.62 21.61 552.66 2388.1 9117.32 1.3 47.81 520.59 2388.11 8189.36 8.4736 0.03 396 2388 100.0 38.58 23.2538
6786 34 175 -0.0004 -0.0001 100.0 518.67 642.77 1601.29 1418.78 14.62 21.61 552.13 2388.13 9120.39 1.3 47.77 520.87 2388.11 8195.13 8.4565 0.03 396 2388 100.0 38.63 23.0932
6787 34 176 -0.0026 0.0 100.0 518.67 643.41 1599.66 1415.32 14.62 21.61 552.92 2388.1 9122.53 1.3 47.84 521.03 2388.17 8191.31 8.5046 0.03 395 2388 100.0 38.67 23.2376
6788 34 177 0.001 -0.0002 100.0 518.67 643.22 1591.4 1417.64 14.62 21.61 552.44 2388.16 9123.99 1.3 47.86 520.91 2388.11 8194.71 8.521 0.03 396 2388 100.0 38.58 23.21
6789 34 178 0.0014 0.0003 100.0 518.67 643.45 1604.03 1421.08 14.62 21.61 552.63 2388.13 9126.7 1.3 47.88 520.41 2388.09 8194.55 8.4976 0.03 395 2388 100.0 38.62 23.081
6790 34 179 0.0019 -0.0 100.0 518.67 643.48 1597.72 1419.03 14.62 21.61 552.24 2388.17 9125.75 1.3 47.89 520.66 2388.13 8191.1 8.4974 0.03 396 2388 100.0 38.68 23.1899
6791 34 180 0.0022 0.0005 100.0 518.67 643.21 1596.12 1418.7 14.62 21.61 552.58 2388.15 9133.19 1.3 47.72 520.7 2388.12 8195.12 8.4777 0.03 395 2388 100.0 38.42 23.1092
6792 34 181 0.0007 0.0003 100.0 518.67 643.18 1600.96 1412.98 14.62 21.61 552.15 2388.11 9129.07 1.3 47.76 520.67 2388.13 8199.88 8.4759 0.03 397 2388 100.0 38.71 23.0938
6793 34 182 -0.0015 -0.0003 100.0 518.67 643.36 1599.16 1418.46 14.62 21.61 552.31 2388.13 9131.6 1.3 47.97 520.39 2388.16 8199.66 8.4928 0.03 396 2388 100.0 38.55 23.0697
6794 34 183 -0.0041 0.0003 100.0 518.67 643.52 1604.74 1421.05 14.62 21.61 552.19 2388.19 9134.8 1.3 47.92 520.44 2388.16 8203.53 8.4883 0.03 397 2388 100.0 38.52 23.1732
6795 34 184 -0.0037 0.0002 100.0 518.67 643.06 1593.95 1424.35 14.62 21.61 551.84 2388.17 9141.75 1.3 48.02 520.53 2388.16 8200.4 8.5054 0.03 396 2388 100.0 38.57 23.2029
6796 34 185 0.0034 -0.0002 100.0 518.67 643.25 1601.11 1427.22 14.62 21.61 551.67 2388.13 9136.63 1.3 47.88 520.46 2388.15 8203.44 8.5127 0.03 396 2388 100.0 38.51 23.0462
6797 34 186 0.0022 0.0003 100.0 518.67 643.75 1598.98 1422.41 14.62 21.61 552.3 2388.18 9146.83 1.3 48.35 520.62 2388.17 8211.62 8.5046 0.03 396 2388 100.0 38.45 23.0505
6798 34 187 0.0019 0.0003 100.0 518.67 643.91 1599.92 1425.4 14.62 21.61 552.49 2388.12 9144.14 1.3 47.98 519.85 2388.17 8204.7 8.5215 0.03 396 2388 100.0 38.43 23.1659
6799 34 188 -0.0003 0.0003 100.0 518.67 643.63 1597.71 1425.85 14.62 21.61 552.34 2388.14 9144.57 1.3 48.06 520.11 2388.19 8214.84 8.4984 0.03 396 2388 100.0 38.43 23.0691
6800 34 189 0.0011 -0.0003 100.0 518.67 643.93 1599.6 1425.76 14.62 21.61 552.06 2388.12 9151.28 1.3 48.13 520.39 2388.12 8220.08 8.4878 0.03 396 2388 100.0 38.39 23.1228
6801 34 190 -0.0025 -0.0003 100.0 518.67 643.29 1607.37 1425.41 14.62 21.61 551.59 2388.15 9157.54 1.3 48.01 519.79 2388.23 8216.41 8.4646 0.03 395 2388 100.0 38.48 23.0289
6802 34 191 0.0001 0.0001 100.0 518.67 643.83 1601.08 1431.68 14.62 21.61 552.2 2388.14 9155.1 1.3 48.11 520.47 2388.13 8216.68 8.5044 0.03 397 2388 100.0 38.37 23.0613
6803 34 192 0.0009 0.0005 100.0 518.67 643.53 1602.3 1428.02 14.62 21.61 552.04 2388.14 9164.23 1.3 48.07 519.49 2388.16 8216.6 8.5151 0.03 397 2388 100.0 38.38 22.9959
6804 34 193 -0.0009 -0.0001 100.0 518.67 643.61 1602.13 1424.76 14.62 21.61 551.73 2388.19 9163.9 1.3 48.09 520.24 2388.15 8220.91 8.4963 0.03 396 2388 100.0 38.41 23.0797
6805 34 194 -0.0026 -0.0002 100.0 518.67 643.44 1601.27 1426.19 14.62 21.61 551.45 2388.18 9166.06 1.3 48.08 520.41 2388.12 8228.95 8.5213 0.03 396 2388 100.0 38.36 23.0603
6806 34 195 0.004 0.0006 100.0 518.67 643.94 1597.74 1434.09 14.62 21.61 551.46 2388.17 9162.57 1.3 48.33 520.01 2388.14 8230.84 8.5014 0.03 397 2388 100.0 38.36 22.9984
7316 38 1 -0.0011 -0.0004 100.0 518.67 642.25 1589.3 1409.25 14.62 21.61 553.83 2388.03 9050.25 1.3 47.49 521.34 2388.1 8122.88 8.4875 0.03 393 2388 100.0 38.95 23.2628
